"objectid","AGENCY","REGULATION","DAYS","HOURS","HRS_BEGIN","HRS_END","REGDETAILS","MODIFIED","EDITOR","RPPAREA1","RPPAREA2","RPPAREA3","FID_100","LENGTH_FT","CONFLICT","ENACTED","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","HRLIMIT","CREATED_USER","CREATED_DATE","LAST_EDITED_USER","LAST_EDITED_DATE","RPP_SYM","MTAB_DATE","MTAB_MOTION","MTAB_RESO_TEXT","SYM_RPP2","GLOBALID","EXCEPTIONS","FROM_TIME","TO_TIME","shape","data_as_of","analysis_neighborhood","supervisor_district","data_loaded_at"
"1383",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5061","340","0",,,,,,"4",,,"MTA","2017-05-12 17:11:33-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.434373307 37.736282018, -122.434626858 37.737193982))","2017 May 12 05:11:33 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"1406",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"6499","388","0",,,,,,"2",,,"MTA","2017-05-12 17:11:31-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.455650776 37.764174767, -122.455447384 37.764228129, -122.454331903 37.764369737))","2017 May 12 05:11:31 PM","Inner Sunset","8","2025 May 03 10:16:38 AM"
"1444",,"Time limited","M-F","700-1900","700","1900",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","J",,,"2270","200","0",,,,,,"2",,,"MTA","2017-05-12 17:14:50-07:00","leaf green, 2.5 pt, no dash",,,,"leaf green, 2.5 pt, no dash | 2, M-F, 700-1900",,"Yes. RPP holders are exempt from time limits.","7am","7pm","MULTILINESTRING ((-122.448147989 37.763291784, -122.448040043 37.76274853))","2017 May 12 05:14:50 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"1473",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5176","597","0",,,,,,"4",,,"MTA","2017-05-12 17:11:33-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.437581507 37.732431736, -122.439647061 37.73242379))","2017 May 12 05:11:33 PM","West of Twin Peaks","8","2025 May 03 10:16:38 AM"
"1974",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8084","240","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.445156112 37.761975614, -122.444884945 37.762294824, -122.444603159 37.762453646))","2017 May 12 05:17:31 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"2083",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8180","200","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.43517888 37.76345937, -122.435126699 37.762911575))","2017 May 12 05:17:30 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"1299",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8671","512","0",,,,,,"2",,,"MTA","2017-05-12 17:17:29-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.435755487 37.757725774, -122.4358886 37.759126756))","2017 May 12 05:17:29 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"1277",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8622","580","0",,,,,,"2",,,"MTA","2017-05-12 17:17:29-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.432604428 37.760278509, -122.430603909 37.76040354))","2017 May 12 05:17:29 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"612",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"6433","752","0",,,,,,"2",,,"MTA","2017-05-12 17:11:32-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.452829716 37.766338128, -122.450261052 37.766665759))","2017 May 12 05:11:32 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"676",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"6460","246","0",,,,,,"2",,,"MTA","2017-05-12 17:11:32-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.450996343 37.76392677, -122.451132021 37.764593935))","2017 May 12 05:11:32 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"562",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9482","217","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.429183356 37.74746528, -122.429126412 37.746871187))","2017 May 12 05:13:26 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"23",,"Time limited","M-F","700-1800","700","1800",,,,"D",,,"5080","110","0",,,,,,"2",,,"MTA","2017-05-12 17:13:00-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 700-1800",,"Yes. RPP holders are exempt from time limits.","7am","6pm","MULTILINESTRING ((-122.432398943 37.73492793, -122.432371428 37.734626458))","2017 May 12 05:13:00 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"32",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9478","542","0",,,,,,"2",,,"MTA","2017-05-12 17:13:25-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.426867005 37.747660872, -122.424996438 37.747771341))","2017 May 12 05:13:25 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"147",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5194","194","0",,,,,,"4",,,"MTA","2017-05-12 17:11:32-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.430763561 37.7360124, -122.430339449 37.735598264))","2017 May 12 05:11:32 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"153",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8754","235","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.427841973 37.757346317, -122.4270301 37.757395415))","2017 May 12 05:17:38 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"38",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8137","422","0",,,,,,"2",,,"MTA","2017-05-12 17:17:26-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.438446798 37.766301204, -122.43707442 37.765902899))","2017 May 12 05:17:26 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"5121",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9576","154","0",,,,,,"2",,,"MTA","2017-05-12 17:13:11-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.424979237 37.756716276, -122.424448301 37.75674825))","2017 May 12 05:13:11 PM","Mission","8","2025 May 03 10:16:38 AM"
"5078",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8531","269","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.426276827 37.762176324, -122.426349403 37.762913513))","2017 May 12 05:17:39 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"1756",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8586","249","0",,,,,,"2",,,"MTA","2017-05-12 17:17:40-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.429819135 37.754722947, -122.428960003 37.754774721))","2017 May 12 05:17:40 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"1213",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9584","241","0",,,,,,"2",,,"MTA","2017-05-12 17:13:12-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.423365078 37.755915497, -122.423301763 37.755254463))","2017 May 12 05:13:12 PM","Mission","8","2025 May 03 10:16:38 AM"
"1942",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8181","152","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.435355985 37.763370101, -122.435316464 37.762955135))","2017 May 12 05:17:39 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"274",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8497","240","0",,,,,,"2",,,"MTA","2017-05-12 17:17:29-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.425601094 37.768076658, -122.425664193 37.76873509))","2017 May 12 05:17:29 PM","Mission","8","2025 May 03 10:16:38 AM"
"296",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9470","228","0",,,,,,"2",,,"MTA","2017-05-12 17:13:27-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.422567526 37.744640582, -122.422785298 37.744039474))","2017 May 12 05:13:27 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"200",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9507","553","0",,,,,,"2",,,"MTA","2017-05-12 17:13:02-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.42696941 37.74855577, -122.425062851 37.748668366))","2017 May 12 05:13:02 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"1160",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8201","271","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.43477842 37.769175923, -122.433845423 37.769238676))","2017 May 12 05:17:39 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"1155",,"Time limited","M-F","900-1800","900","1800",,,,"D",,,"5051","179","0",,,,,,"4",,,"MTA","2017-05-12 17:13:24-07:00","anemone violet, 2.5 pt, dash 3:1:1:1, interval 2",,,,"anemone violet, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.435699477 37.735884526, -122.435148419 37.735659097))","2017 May 12 05:13:24 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"515",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9551","238","0",,,,,,"2",,,"MTA","2017-05-12 17:13:27-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.424784742 37.750200866, -122.423964133 37.750250387))","2017 May 12 05:13:27 PM","Mission","8","2025 May 03 10:16:38 AM"
"1137",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8381","244","0",,,,,,"2",,,"MTA","2017-05-12 17:17:28-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.433262658 37.767533659, -122.432421025 37.767584398))","2017 May 12 05:17:28 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"402",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8670","507","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.437743956 37.755995593, -122.43787858 37.757384379))","2017 May 12 05:17:30 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"373",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8347","550","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.423262941 37.771440125, -122.423118554 37.769932953))","2017 May 12 05:17:30 PM","Mission","8","2025 May 03 10:16:38 AM"
"909",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5102","54","0",,,,,,"4",,,"MTA","2017-05-12 17:11:32-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.429579156 37.73496326, -122.429455 37.734850967))","2017 May 12 05:11:32 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"905",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9504","259","0",,,,,,"2",,,"MTA","2017-05-12 17:12:58-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.424862056 37.750140631, -122.424794144 37.749431697))","2017 May 12 05:12:58 PM","Mission","8","2025 May 03 10:16:38 AM"
"847",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8083","505","0",,,,,,"2",,,"MTA","2017-05-12 17:17:32-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.444427569 37.760543262, -122.444650446 37.76116727, -122.444657697 37.761283182, -122.444587434 37.761589791, -122.444353246 37.761838895))","2017 May 12 05:17:32 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"812",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8437","205","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.432776053 37.762568028, -122.43206789 37.76261088))","2017 May 12 05:17:39 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"800",,"Time limited",,"900-1800","900","1800","Streetview verified - June 2015",,,,,,"3713","221","0","unknown",,,"mta","1442448000000","2",,,"MTA","2017-05-12 17:13:27-07:00",,,,,,,"None. Regulation applies to all vehicles.","9am","6pm","MULTILINESTRING ((-122.432650009 37.733362948, -122.432006008 37.733034948))","2017 May 12 05:13:27 PM","Glen Park, Outer Mission","8","2025 May 03 10:16:38 AM"
"488",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8383","276","0",,,,,,"2",,,"MTA","2017-05-12 17:17:26-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.431033494 37.767541342, -122.430082117 37.767598681))","2017 May 12 05:17:26 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"486",,"Time limited","M-F","800-2100","800","2100",,"2015-01-11 16:00:00-08:00","Mark C. Dreger","S",,,"2373","181","0",,,,,,"2",,,"MTA","2017-05-12 17:17:31-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.439117817 37.757812803, -122.439083699 37.757456197, -122.43903741 37.757394243, -122.438954902 37.757383563))","2017 May 12 05:17:31 PM","Castro/Upper Market, Twin Peaks","8","2025 May 03 10:16:38 AM"
"6398",,"Time limited","M-F","800-1800","800","1800",,"2015-01-06 16:00:00-08:00","Mark C. Dreger","Z",,,"1837","244","0",,,,,,"2",,,"MTA","2017-05-12 17:13:12-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.425255089 37.754990056, -122.424413663 37.75504073))","2017 May 12 05:13:12 PM","Mission","8","2025 May 03 10:16:38 AM"
"7334",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8088","265","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.443842956 37.763349019, -122.443690128 37.763434747, -122.443530619 37.763472371, -122.443226627 37.763506317, -122.443117747 37.763544226, -122.443058958 37.763587186, -122.443031035 37.763628542))","2017 May 12 05:17:38 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"6893",,"Time limited","M-F","800-1800","800","1800",,"2015-01-06 16:00:00-08:00","Mark C. Dreger","Z",,,"1874","510","0",,,,,,"2",,,"MTA","2017-05-12 17:13:39-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.426522424 37.753254547, -122.426388527 37.751857179))","2017 May 12 05:13:39 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"6897",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8461","251","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.427470343 37.764510956, -122.426606127 37.76456321))","2017 May 12 05:17:38 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"6908",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8203","249","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.433444459 37.76911087, -122.432585851 37.769169037))","2017 May 12 05:17:38 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"7303",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9474","546","0",,,,,,"2",,,"MTA","2017-05-12 17:12:59-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.431319289 37.747396497, -122.429436582 37.747504818))","2017 May 12 05:12:59 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"7304",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5196","229","0",,,,,,"4",,,"MTA","2017-05-12 17:11:31-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.431123026 37.733238513, -122.43086198 37.733313975, -122.430671354 37.733345547, -122.430351899 37.733361479))","2017 May 12 05:11:31 PM","Outer Mission","8","2025 May 03 10:16:38 AM"
"12894",,"Time limited","M-Sa","900-2100","900","2100",,,,"HV","S",,"8250","149","0",,,,,,"2","RAYNELLCOOPER","2022-09-23 17:02:12-07:00","RAYNELLCOOPER","2022-09-23 17:02:12-07:00","black, 2.0 pt, no dash","2021-07-19 17:00:00-07:00",,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.425237965 37.771712743, -122.425156188 37.771307428))","2022 Sep 23 05:02:12 PM","Hayes Valley","8","2025 May 03 10:16:38 AM"
"6322",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5179","212","0",,,,,,"4",,,"MTA","2017-05-12 17:11:31-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.439810592 37.732458849, -122.439814851 37.733041121))","2017 May 12 05:11:31 PM","West of Twin Peaks","8","2025 May 03 10:16:38 AM"
"6320",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"6501","146","0",,,,,,"2",,,"MTA","2017-05-12 17:11:33-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.454110323 37.764258838, -122.453609843 37.764321132))","2017 May 12 05:11:33 PM","Inner Sunset","8","2025 May 03 10:16:38 AM"
"6040",,"Time limited","M-F","800-1700","800","1700",,,,"J",,,"6461","281","0",,,,,,"2",,,"MTA","2017-05-12 17:11:33-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 800-1700",,"Yes. RPP holders are exempt from time limits.","8am","5pm","MULTILINESTRING ((-122.451291784 37.764759178, -122.451446911 37.76552197))","2017 May 12 05:11:33 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
"6092",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8687","522","0",,,,,,"2",,,"MTA","2017-05-12 17:17:27-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.436970209 37.759059133, -122.436831563 37.757628706))","2017 May 12 05:17:27 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"7158",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8573","209","0",,,,,,"2",,,"MTA","2017-05-12 17:17:39-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.434249876 37.752208262, -122.434304137 37.752780925))","2017 May 12 05:17:39 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"6486",,"Time limited","M-F","800-1800","800","1800",,,,"Z",,,"9490","210","0",,,,,,"2",,,"MTA","2017-05-12 17:13:02-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.426940072 37.747579316, -122.426882092 37.747005009))","2017 May 12 05:13:02 PM","Noe Valley","8","2025 May 03 10:16:38 AM"
"6431",,"Time limited","M-F","800-2100","800","2100",,,,"S",,,"8607","262","0",,,,,,"2",,,"MTA","2017-05-12 17:17:30-07:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.433531026 37.757710281, -122.432625857 37.757765064))","2017 May 12 05:17:30 PM","Castro/Upper Market","8","2025 May 03 10:16:38 AM"
"7423",,"Time limited","M-F","900-1700","900","1700",,,,"D",,,"5035","90","0",,,,,,"4",,,"MTA","2017-05-12 17:11:33-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.43841582 37.73454277, -122.438337946 37.734781668))","2017 May 12 05:11:33 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"11201",,"Time limited","M-F","800-2100","800","2100",,"2015-01-11 16:00:00-08:00","Mark C. Dreger","S",,,"2366","255","0",,,,,,"2","RAYNELLCOOPER","2021-12-17 11:04:13-08:00","RAYNELLCOOPER","2021-12-17 11:06:13-08:00","black, 2.0 pt, no dash",,,,"black, 2.0 pt, no dash | 2, M-F, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.440587751 37.75877716, -122.440566335 37.758505901, -122.44010234 37.75811329, -122.439688314 37.757906277))","2021 Dec 17 11:06:13 AM","Twin Peaks","8","2025 May 03 10:16:38 AM"
"7675",,"Time limited","M-F","900-1700","900","1700","test_buffer",,,"D",,,"5057","323","0",,,,,,"4",,,"MTA","2017-05-12 17:11:33-07:00","lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1:1:1, interval 2 | 4, M-F, 900-1700",,"Yes. RPP holders are exempt from time limits.","9am","5pm","MULTILINESTRING ((-122.434575768 37.738220006, -122.434669696 37.737383974, -122.434665444 37.737335331))","2017 May 12 05:11:33 PM","Glen Park","8","2025 May 03 10:16:38 AM"
"6463",,"Time limited","M-F","700-1900","700","1900",,,,"J",,,"6416","567","0",,,,,,"2",,,"MTA","2017-05-12 17:14:50-07:00","leaf green, 2.5 pt, no dash",,,,"leaf green, 2.5 pt, no dash | 2, M-F, 700-1900",,"Yes. RPP holders are exempt from time limits.","7am","7pm","MULTILINESTRING ((-122.448369083 37.764933175, -122.448063694 37.763396313))","2017 May 12 05:14:50 PM","Haight Ashbury","8","2025 May 03 10:16:38 AM"
