"objectid","AGENCY","REGULATION","DAYS","HOURS","HRS_BEGIN","HRS_END","REGDETAILS","MODIFIED","EDITOR","RPPAREA1","RPPAREA2","RPPAREA3","FID_100","LENGTH_FT","CONFLICT","ENACTED","CREATED_US","CREATED_DA","LAST_EDITE","LAST_EDI_1","HRLIMIT","CREATED_USER","CREATED_DATE","LAST_EDITED_USER","LAST_EDITED_DATE","RPP_SYM","MTAB_DATE","MTAB_MOTION","MTAB_RESO_TEXT","SYM_RPP2","GLOBALID","EXCEPTIONS","FROM_TIME","TO_TIME","shape","data_as_of","analysis_neighborhood","supervisor_district","data_loaded_at"
"6435",,"Time limited","M-F","800-1800","800","1800",,,,"F",,,"5512","726","0",,,,,,"2",,,"MTA","2017-05-12 17:13:35-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.454535771 37.784151269, -122.454681099 37.786142159))","2017 May 12 05:13:35 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"5785",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5988","409","0",,,,,,"2",,,"MTA","2017-05-12 17:13:00-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445290333 37.787534308, -122.443891838 37.787712219))","2017 May 12 05:13:00 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"1856",,"Time limited","M-F","800-1800","800","1800",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","K","M",,"6722","241","0",,,,,,"2",,,"MTA","2017-05-12 17:13:11-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.444223838 37.798663889, -122.444092712 37.798009493))","2017 May 12 05:13:11 PM","Marina","2","2025 May 03 10:16:38 AM"
"7438",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6683","415","0",,,,,,"3",,,"MTA","2017-05-12 17:13:02-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.444910778 37.793924505, -122.443492557 37.794105147))","2017 May 12 05:13:02 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"7613",,"Time limited","M-F","900-1600","900","1600",,,,"F",,,"5500","240","0",,,,,,"2",,,"MTA","2017-05-12 17:10:57-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.457787772 37.783951655, -122.456958668 37.783987194))","2017 May 12 05:10:57 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"2121",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5779","412","0",,,,,,"2",,,"MTA","2017-05-12 17:13:35-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.440852701 37.790829303, -122.439443232 37.791008647))","2017 May 12 05:13:35 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"2051",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5675","250","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.426071073 37.79254413, -122.425934296 37.791866088))","2017 May 12 05:13:37 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"4339",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5774","369","0",,,,,,"2",,,"MTA","2017-05-12 17:13:35-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.437838556 37.792001003, -122.436577204 37.792161217))","2017 May 12 05:13:35 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"5378",,"Time limited","M-Sa","800-2100","800","2100",,,,"A",,,"4226","321","0",,,,,,"2",,,"MTA","2017-05-12 17:17:38-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-Sa, 800-2100",,"Yes. RPP holders are exempt from time limits.","8am","9pm","MULTILINESTRING ((-122.411621835 37.804860883, -122.410525092 37.804998096))","2017 May 12 05:17:38 PM","North Beach","3","2025 May 03 10:16:38 AM"
"5225",,"Time limited","M-F","900-1800","900","1800",,,,"N",,,"7599","236","0",,,,,,"2",,,"MTA","2017-05-12 17:13:02-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.462278189 37.784845311, -122.461461834 37.7848831))","2017 May 12 05:13:02 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"11528",,"Time limited","M-F","900-1800","900","1800",,"2014-12-30 16:00:00-08:00","Mark C. Dreger","N",,,"1667","239","0",,,,,,"2","RAYNELLCOOPER","2022-05-13 12:35:39-07:00","RAYNELLCOOPER","2022-05-13 12:35:44-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.46830415 37.778832896, -122.468266663 37.778834967, -122.467480225 37.778870497))","2022 May 13 12:35:44 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"7556",,"No oversized vehicles","M-Su","2400-600","2400","600","Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet","1899-12-29 16:07:00-07:53",,,,,"0","583","2","March 2014",,,"mta","1442448000000","0",,,"MTA","2017-05-12 17:09:15-07:00",,,,,,,"Yes. Typical passenger vehicles are exempt.","12am","6am","MULTILINESTRING ((-122.472258734 37.773247707, -122.47237463 37.774847437))","2017 May 12 05:09:15 PM","Outer Richmond","1","2025 May 03 10:16:38 AM"
"5590",,"Time limited","M-F","900-1800","900","1800",,,,"N",,,"7562","233","0",,,,,,"2",,,"MTA","2017-05-12 17:13:10-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.466686657 37.786514431, -122.465881776 37.786550868))","2017 May 12 05:13:10 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"5441",,"Time limited","M-F","900-1800","900","1800",,,,"N",,,"7414","596","0",,,,,,"2",,,"RAYNELLCOOPER","2024-04-29 17:21:10-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.472905473 37.780442541, -122.472787563 37.778807963))","2024 Apr 29 05:21:10 PM","Outer Richmond","1","2025 May 03 10:16:38 AM"
"1531",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"7019","133","0",,,,,,"2",,,"MTA","2017-05-12 17:12:59-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.456377047 37.779623888, -122.456309213 37.779676283, -122.456105823 37.779751353, -122.455971397 37.779787269))","2017 May 12 05:12:59 PM","Lone Mountain/USF","1","2025 May 03 10:16:38 AM"
"467",,"Time limited","M-Sa","900-1800","900","1800",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","N",,,"7426","592","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-Sa, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.47156515 37.776763635, -122.471448645 37.775139187))","2017 May 12 05:13:14 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"6446",,"Time limited","M-F","900-1800","900","1800",,,,"N",,,"7573","240","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.471925053 37.784414308, -122.471097178 37.784451125))","2017 May 12 05:13:37 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"3884",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"6958","576","0",,,,,,"2",,,"MTA","2017-05-12 17:13:00-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.460738787 37.7775196, -122.460852871 37.779097591))","2017 May 12 05:13:00 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"5919",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"6956","230","0",,,,,,"2",,,"MTA","2017-05-12 17:13:01-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.460772025 37.779311602, -122.459976443 37.77934806))","2017 May 12 05:13:01 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"3566",,"Time limited","M-F","900-1800","900","1800",,,,"N",,,"7516","432","0",,,,,,"2",,,"RAYNELLCOOPER","2024-04-29 17:21:10-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.464612412 37.784655879, -122.464529509 37.783470018))","2024 Apr 29 05:21:10 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"4095",,"Time limited","M-F","800-1800","800","1800",,"2015-07-01 17:00:00-07:00","Mark C. Dreger","L",,,"1790","508","0",,,,,,"2",,,"MTA","2017-05-12 17:13:13-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.462726258 37.775303966, -122.462625429 37.773910092))","2017 May 12 05:13:13 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"2792",,"Time limited","M-F","900-1800","900","1800",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F","N",,"5533","246","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.460139758 37.7849436, -122.459288937 37.784982968))","2017 May 12 05:13:26 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"2493",,"Time limited","M-F","900-1800","900","1800",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F","N",,"5544","395","0",,,,,,"2",,,"MTA","2017-05-12 17:13:02-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.460325757 37.786737549, -122.460243989 37.785654308))","2017 May 12 05:13:02 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"2139",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"7059","201","0",,,,,,"2",,,"MTA","2017-05-12 17:13:38-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.44673104 37.776640449, -122.446619457 37.776095498))","2017 May 12 05:13:38 PM","Lone Mountain/USF","1","2025 May 03 10:16:38 AM"
"3109",,"Time limited","M-F","700-1800","700","1800",,,,,,,"4032","1717","0",,,,"mta","1442448000000","4",,,"MTA","2017-05-12 17:13:00-07:00",,,,,,,"None. Regulation applies to all vehicles.","7am","6pm","MULTILINESTRING ((-122.473590437 37.77120331, -122.472910175 37.770967688, -122.472404662 37.770816103, -122.472175955 37.770789756, -122.471959789 37.770793963, -122.471728148 37.77084591, -122.471470554 37.770938365, -122.471149887 37.77109683, -122.470841757 37.77128585, -122.470589648 37.771440502, -122.469772301 37.77199379, -122.469511078 37.772156759, -122.469296773 37.77229368, -122.469127326 37.772381229, -122.468753557 37.772495761, -122.468453345 37.772551512, -122.468454032 37.772559287))","2017 May 12 05:13:00 PM","Golden Gate Park","1","2025 May 03 10:16:38 AM"
"871",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"7003","249","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.456356071 37.775442644, -122.455505427 37.775544422))","2017 May 12 05:13:37 PM","Lone Mountain/USF","1","2025 May 03 10:16:38 AM"
"2614",,"Time limited","M-F","900-1800","900","1800",,,,"N",,,"7581","236","0",,,,,,"2",,,"MTA","2017-05-12 17:13:12-07:00","black, 2.5 pt, no dash",,,,"black, 2.5 pt, no dash | 2, M-F, 900-1800",,"Yes. RPP holders are exempt from time limits.","9am","6pm","MULTILINESTRING ((-122.467636203 37.784605201, -122.466819821 37.784641478))","2017 May 12 05:13:12 PM","Inner Richmond","1","2025 May 03 10:16:38 AM"
"2790",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6720","413","0",,,,,,"3",,,"MTA","2017-05-12 17:12:59-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445654182 37.797652515, -122.444242087 37.797832158))","2017 May 12 05:12:59 PM","Marina","2","2025 May 03 10:16:38 AM"
"2240",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6897","275","0",,,,,,"2",,,"MTA","2017-05-12 17:13:15-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.429206284 37.799711373, -122.429056189 37.798965686))","2017 May 12 05:13:15 PM","Marina","2","2025 May 03 10:16:38 AM"
"2178",,"Time limited","M-F","800-1800","800","1800",,,,"G","K",,"5812","256","0",,,,,,"2",,,"MTA","2017-05-12 17:13:15-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.433162033 37.794359357, -122.433021368 37.79366548))","2017 May 12 05:13:15 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"5196",,"Time limited","M-F","800-1800","800","1800",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","P",,,"764","446","0",,,,,,"2",,,"MTA","2017-05-12 17:13:37-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445371262 37.778928363, -122.443847165 37.779122778))","2017 May 12 05:13:37 PM","Lone Mountain/USF","2","2025 May 03 10:16:38 AM"
"5234",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5943","409","0",,,,,,"2",,,"MTA","2017-05-12 17:13:10-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445806601 37.790080851, -122.444408079 37.79025887))","2017 May 12 05:13:10 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"2984",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5983","253","0",,,,,,"2",,,"MTA","2017-05-12 17:13:01-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445849345 37.790038375, -122.445711282 37.789353057))","2017 May 12 05:13:01 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"3279",,"No oversized vehicles","M-Su","2400-600","2400","600","Oversized vehicles and trailers are those longer than 22 feet or taller than 7 feet",,,,,,,,,,,,,,,"TMINICUCCI","2017-11-20 11:51:06-08:00","JOELMANDELLA","2018-03-20 19:13:07-07:00",,"2017-10-17 17:00:00-07:00","16.140","– NO PARKING VEHICLES OVER 22 FEET LONG OR SEVEN FEET",,,,,,"MULTILINESTRING ((-122.433757973 37.80485407, -122.433609281 37.804113993))","2018 Mar 20 07:13:07 PM","Marina","2","2025 May 03 10:16:38 AM"
"3310",,"Time limited","M-F","800-1800","800","1800",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","A","M",,"4376","375","0",,,,,,"2",,,"MTA","2017-05-12 17:13:11-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.424522777 37.802360525, -122.42324016 37.802524208))","2017 May 12 05:13:11 PM","Russian Hill","2","2025 May 03 10:16:38 AM"
"7653",,"Time limited","M-F","800-1800","800","1800",,,,"K",,,"6789","315","0",,,,,,"2",,,"MTA","2017-05-12 17:13:39-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.438349922 37.796778934, -122.437274796 37.796915736))","2017 May 12 05:13:39 PM","Marina","2","2025 May 03 10:16:38 AM"
"3412",,"Time limited","M-F","800-1800","800","1800",,,,"L",,,"7038","396","0",,,,,,"2",,,"MTA","2017-05-12 17:13:10-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.452057211 37.781675585, -122.451837954 37.780601809))","2017 May 12 05:13:10 PM","Lone Mountain/USF","2","2025 May 03 10:16:38 AM"
"3515",,"Time limited","M-F","900-1600","900","1600",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F",,,"3899","562","0",,,,,,"2",,,"RAYNELLCOOPER","2021-08-12 17:02:11-07:00","poinsettia red, 2.5 pt, no dash",,,,"poinsettia red, 2.5 pt, no dash | 2, M-Sa, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.449978009 37.786051948, -122.450116009 37.786030948, -122.450215009 37.785974948, -122.450272008 37.785847948, -122.450227009 37.785637948, -122.450175009 37.785329948, -122.450145008 37.785144947, -122.450106009 37.784897948, -122.450082009 37.784657947))","2021 Aug 12 05:02:11 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"3201",,"Time limited","M-F","800-1800","800","1800",,"2015-01-08 16:00:00-08:00","Mark C. Dreger","K","M",,"6733","292","0",,,,,,"2",,,"MTA","2017-05-12 17:13:03-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.447347384 37.799469514, -122.446354675 37.799596024, -122.446349364 37.799598305))","2017 May 12 05:13:03 PM","Marina","2","2025 May 03 10:16:38 AM"
"3260",,"Time limited","M-Sa","800-2300","800","2300","MON - FRI: 8AM - 11PM; SAT: 5PM - 11PM","2015-01-08 16:00:00-08:00","Mark C. Dreger","C","G",,"5681","253","0",,,,,,"2",,,"MTA","2017-05-12 17:19:20-07:00","leaf green, 2.5 pt, no dash",,,,"leaf green, 2.5 pt, no dash | 2, M-Sa, 800-2300",,"Yes. RPP holders are exempt from time limits.","8am","11pm","MULTILINESTRING ((-122.424413755 37.792766017, -122.424275051 37.792081194))","2017 May 12 05:19:20 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"7193",,"Time limited","M-F","800-1800","800","1800",,,,"F","G",,"5926","253","0",,,,,,"3",,,"MTA","2017-05-12 17:13:37-07:00","lapis lazuli, 2.5 pt, dash 3:1, interval 2",,,,"lapis lazuli, 2.5 pt, dash 3:1, interval 2 | 3, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.44759381 37.791616205, -122.447455368 37.790930752))","2017 May 12 05:13:37 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"7298",,"Time limited","M-F","800-1800","800","1800",,,,"G",,,"5738","315","0",,,,,,"2",,,"MTA","2017-05-12 17:13:14-07:00","lapis lazuli, 2.5 pt, no dash",,,,"lapis lazuli, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.436668418 37.788461594, -122.435593553 37.788598321))","2017 May 12 05:13:14 PM","Pacific Heights","2","2025 May 03 10:16:38 AM"
"6280",,"Time limited","M-F","800-1800","800","1800",,,,"P",,,"8056","99","0",,,,,,"2",,,"MTA","2017-05-12 17:13:26-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.445449498 37.781235993, -122.445453213 37.781222054, -122.445419054 37.780965))","2017 May 12 05:13:26 PM","Lone Mountain/USF","2","2025 May 03 10:16:38 AM"
"6255",,"Time limited","M-F","900-1600","900","1600",,"2015-01-07 16:00:00-08:00","Mark C. Dreger","F","G",,"6051","424","0",,,,,,"2",,,"MTA","2017-05-12 17:10:57-07:00","seville orange, 2.5 pt, no dash",,,,"seville orange, 2.5 pt, no dash | 2, M-F, 900-1600",,"Yes. RPP holders are exempt from time limits.","9am","4pm","MULTILINESTRING ((-122.448708723 37.788818747, -122.447260144 37.789003137))","2017 May 12 05:10:57 PM","Presidio Heights","2","2025 May 03 10:16:38 AM"
"6163",,"Time limited","M-F","800-1800","800","1800",,,,"P",,,"8011","396","0",,,,,,"2",,,"MTA","2017-05-12 17:13:23-07:00","anemone violet, 2.5 pt, no dash",,,,"anemone violet, 2.5 pt, no dash | 2, M-F, 800-1800",,"Yes. RPP holders are exempt from time limits.","8am","6pm","MULTILINESTRING ((-122.443557681 37.778970641, -122.442205074 37.779143617))","2017 May 12 05:13:23 PM","Lone Mountain/USF","2","2025 May 03 10:16:38 AM"
